hash,name,text
1628379859,NQ_UW23030_TITLE,'Laoshi'
1629168578,DQ_15084_ZIEL,'My wife’s lock of hair! I will be eternally grateful for this. Finally, I can return to her without getting into trouble. Thank you again!'
1635575262,DQ60_BESUCHE_NPC_ZIEL25_OFFEN,'I would rather keep the weapon I have, it is far better!'
1640708207,DQ_15026_OFFEN,"Did you find the “Shoemaker's Basics” yet? I can hardly wait to put my business plan into action."
1641564854,DQ_15071_OFFEN,'Oww, my head! The moonshine here is bad enough to kill anyone’s head. Please find me my headache medicine…'
1641650508,DQ_15034_OFFEN,'I have to hurry, otherwise it will soon be too late and the bars will be long gone.'
1641974632,NQ_5001_LOG_HEADER,'Join the treasure hunters.'
1643616461,NQ_7623_LOG_TITLE,'Localization Spell'
1646023729,DQ9_BRINGE_NPC_ZIEL1,'Daughter'
1646023730,DQ9_BRINGE_NPC_ZIEL2,'Son'
1646023731,DQ9_BRINGE_NPC_ZIEL3,'Cow'
1646023732,DQ9_BRINGE_NPC_ZIEL4,'Pig'
1646023733,DQ9_BRINGE_NPC_ZIEL5,'Chicken'
1646023734,DQ9_BRINGE_NPC_ZIEL6,'Horse'
1646023735,DQ9_BRINGE_NPC_ZIEL7,'Forest Ranger'
1646023736,DQ9_BRINGE_NPC_ZIEL8,'Medic'
1646023737,DQ9_BRINGE_NPC_ZIEL9,'Nurse'
1646850500,DQ22_TOETE_NPC_ZIEL1,'Orc'
1646850501,DQ22_TOETE_NPC_ZIEL2,'Ogre'
1646850502,DQ22_TOETE_NPC_ZIEL3,'Minotaur'
1646850503,DQ22_TOETE_NPC_ZIEL4,'Harpy'
1646850504,DQ22_TOETE_NPC_ZIEL5,'Gargoyle'
1646850505,DQ22_TOETE_NPC_ZIEL6,'Wyvern'
1646850506,DQ22_TOETE_NPC_ZIEL7,'Zombie'
1646850507,DQ22_TOETE_NPC_ZIEL8,'Ghoul'
1646850508,DQ22_TOETE_NPC_ZIEL9,'Skeleton'
1649152289,DQ_15067_ZIEL,'The inhabitants of Gloomoor will be eternally grateful. Good luck on your journeys.'
1649172428,DQ8_BRINGE_NPC_ZIEL1,'Daughter'
1649172429,DQ8_BRINGE_NPC_ZIEL2,'Son'
1649172430,DQ8_BRINGE_NPC_ZIEL3,'Cow'
1649172431,DQ8_BRINGE_NPC_ZIEL4,'Pig'
1649172432,DQ8_BRINGE_NPC_ZIEL5,'Chicken'
1649172433,DQ8_BRINGE_NPC_ZIEL6,'Horse'
1649172434,DQ8_BRINGE_NPC_ZIEL7,'Forest Ranger'
1649172435,DQ8_BRINGE_NPC_ZIEL8,'Medic'
1649172436,DQ8_BRINGE_NPC_ZIEL9,'Nurse'
1649812596,DQ_15016_LOG_OFFEN,'I have retrieved the medicine bag. In order to finish my task I have to return to Porto Vallum and hand it to Luisa Dimaria.'
1651462924,DQ_15079_LOG_ZIEL,'I delivered the skulls to the young woman. The Bolting Terrors are good fighters, but not good enough to win against me!<n>'
1654032122,NQ_Y674_TEXT,'X-MAS'
1655576342,DQ_15041_LOG_OFFEN,'As requested, I have diminished the population of blood bears by ten. I should call on forest warden Joshua and let him know.'
1662514604,NQ_7605_LOG_OFFEN,'The Mohkva want me to kill three monstrous insects for them. I am supposed to find a hornet nest first which should be around here somewhere. I should return with a part of a corpse as evidence. I wonder how dangerous the Hornet Queen is…'
1662856385,DQ11_BRINGE_NPC_ZIEL10,'Day Laborers'
1662856386,DQ11_BRINGE_NPC_ZIEL11,'Master Builder'
1662856387,DQ11_BRINGE_NPC_ZIEL12,'Carpenter'
1662856388,DQ11_BRINGE_NPC_ZIEL13,'Smith'
1662856389,DQ11_BRINGE_NPC_ZIEL14,'Art Expert'
1662856390,DQ11_BRINGE_NPC_ZIEL15,'Alchemist'
1662856391,DQ11_BRINGE_NPC_ZIEL16,'Veterinarian'
1662856392,DQ11_BRINGE_NPC_ZIEL17,'Furrier'
1662856393,DQ11_BRINGE_NPC_ZIEL18,'Tailor'
1662856394,DQ11_BRINGE_NPC_ZIEL19,'Maidservant'
1662856498,DQ11_BRINGE_NPC_ZIEL20,'Servant'
1662856499,DQ11_BRINGE_NPC_ZIEL21,"Lady's Maid"
1662856500,DQ11_BRINGE_NPC_ZIEL22,'Geologist'
1662856501,DQ11_BRINGE_NPC_ZIEL23,'Dancer'
1663175028,NQ_7613_LOG_HEADER,'The Haduk Workers'
1664805276,DQ_15071_ZIEL,"Aah, yes! You'll see… I will feel much better within minutes. Here is the reward for your selfless help!"
1667651421,DQ_15007_ZIEL,'Many thanks to you! This will not heal any wounds, but it lessens the pain a little. Please, don’t ask what is going to happen to the bloody goblin organs. It is best if you don’t know…'
1668641419,DQ3_BRINGE_NPC_ZIEL1,'Daughter'
1668641420,DQ3_BRINGE_NPC_ZIEL2,'Son'
1668641421,DQ3_BRINGE_NPC_ZIEL3,'Cow'
1668641422,DQ3_BRINGE_NPC_ZIEL4,'Pig'
1668641423,DQ3_BRINGE_NPC_ZIEL5,'Chicken'
1668641424,DQ3_BRINGE_NPC_ZIEL6,'Horse'
1668641425,DQ3_BRINGE_NPC_ZIEL7,'Forest Ranger'
1668641426,DQ3_BRINGE_NPC_ZIEL8,'Medic'
1668641427,DQ3_BRINGE_NPC_ZIEL9,'Nurse'
1672890684,DQ8_BRINGE_NPC_ZIEL10,'Day Laborers'
1672890685,DQ8_BRINGE_NPC_ZIEL11,'Master Builder'
1672890686,DQ8_BRINGE_NPC_ZIEL12,'Carpenter'
1672890687,DQ8_BRINGE_NPC_ZIEL13,'Smith'
1672890688,DQ8_BRINGE_NPC_ZIEL14,'Art Expert'
1672890689,DQ8_BRINGE_NPC_ZIEL15,'Alchemist'
1672890690,DQ8_BRINGE_NPC_ZIEL16,'Veterinarian'
1672890691,DQ8_BRINGE_NPC_ZIEL17,'Furrier'
1672890692,DQ8_BRINGE_NPC_ZIEL18,'Tailor'
1672890693,DQ8_BRINGE_NPC_ZIEL19,'Maidservant'
1672890797,DQ8_BRINGE_NPC_ZIEL20,'Servant'
1672890798,DQ8_BRINGE_NPC_ZIEL21,"Lady's Maid"
1672890799,DQ8_BRINGE_NPC_ZIEL22,'Geologist'
1672890800,DQ8_BRINGE_NPC_ZIEL23,'Dancer'
1679229333,NQ_6001_LOG_QSIEG,'The Elves are relieved to see their country safe. The Ice Elves seem capable of doing even more evil than anyone imagined. '
1679591991,DQ4_BRINGE_NPC_ZIEL10,'Day Laborers'
1679591992,DQ4_BRINGE_NPC_ZIEL11,'Master Builder'
1679591993,DQ4_BRINGE_NPC_ZIEL12,'Carpenter'
1679591994,DQ4_BRINGE_NPC_ZIEL13,'Smith'
1679591995,DQ4_BRINGE_NPC_ZIEL14,'Art Expert'
1679591996,DQ4_BRINGE_NPC_ZIEL15,'Alchemist'
1679591997,DQ4_BRINGE_NPC_ZIEL16,'Veterinarian'
1679591998,DQ4_BRINGE_NPC_ZIEL17,'Furrier'
1679591999,DQ4_BRINGE_NPC_ZIEL18,'Tailor'
1679592000,DQ4_BRINGE_NPC_ZIEL19,'Maidservant'
1679592104,DQ4_BRINGE_NPC_ZIEL20,'Servant'
1679592105,DQ4_BRINGE_NPC_ZIEL21,"Lady's Maid"
1679592106,DQ4_BRINGE_NPC_ZIEL22,'Geologist'
1679592107,DQ4_BRINGE_NPC_ZIEL23,'Dancer'
1681372137,DQ_15042_LOG_OFFEN,'These mercenaries turned out to be dangerous opponents. Well, their resistance was futile. I will return to Slater’s Grave with the axe now. Hmm… maybe I should just keep it for myself?'
1683304408,DQ_15011_ZIEL,'You did it? You have avenged my beloved Herban and killed the orc monster? Thank you from the bottom of my heart. Now my mind has been put to rest and I can mourn the loss of my fiancé.'
1686222474,DQ_15002_LOG_OFFEN,'I have found Tyrade Fingel’s sister and must now escort her back.'
1688732580,NQ_DWHE12431_POST,'An errant merchant has stolen an egg from Alkazaba. I am to find this merchant within ten days and return it to the Mayor.'
1690965010,DQ_21708_SIEG,'I found a page from a diary. A young Dwarf was looking for his uncle when he found an ancient Dwarven treasure. I should go and have a look for this treasure. Some wealth would certainly come in handy…'
1691041113,NQ_10624_QOFFEN,'Do you hesitate, my student?  Destroy the troll I have summoned for you in the stone circle. '
1693751373,NQ_7629_LOG_OFFEN,'Helping these power-hungry demons finally seems to be paying off. All that remains now is to find a certain demon that is holding my reward for me. However, I must be on my guard. As with most races, these demons have showed there are times to trust, and times not to trust. Perhaps they are trying to lure me into a trap…'
1694811764,DQ_15078_LOG_OFFEN,'This was a very exhausting task. Those beasts were extremely strong. Still, they are dead now and I should return to Mon Du-Hell in order to pass on the good news.'
1697228930,NQ_7601_LOG_ZIEL,'My worst fears seem to come true. It appears that a terrible fate has befallen Okrimduk. I was merely able to locate a puddle of blood, a piece of shroud and his dagger.'
1697918025,NQ_UW9515_LOG_TITLE,"Sebastian's Instruments"
1699882269,DQ_15079_ZIEL,'Unbelievable… you really did it. It is not easy to obtain these skulls. I thank you wholeheartedly. This is going to be a beautiful and expensive necklace.<n>'
1700449984,RB_5087_LOG_HEADER,'The final opponents of Shaddar Nur have been awakened.'
1704784322,DQ6_TOETE_NPC_ZIEL10,'Magician'
1704784323,DQ6_TOETE_NPC_ZIEL11,'Dark Elf'
1704784324,DQ6_TOETE_NPC_ZIEL12,'DeMordreyan Soldier'
1704784325,DQ6_TOETE_NPC_ZIEL13,'Robber'
1704784326,DQ6_TOETE_NPC_ZIEL14,'Lich'
1704784327,DQ6_TOETE_NPC_ZIEL15,'Poisonous Spider'
1704784328,DQ6_TOETE_NPC_ZIEL16,'Nobleman'
1704784329,DQ6_TOETE_NPC_ZIEL17,'Mummy'
1704784330,DQ6_TOETE_NPC_ZIEL18,'Undead Mage'
1710845863,DQ_15020_LOG_ZIEL,'Good grief. I dread to think what would happen if there were more monstrosities like this one around. This was truly a creature of hell.<n>Quest completed.'
1714730958,DQ_10256_LOG_HEADER,'I have to find the sad little girl’s rabbit somewhere in the village and return it to her.'
1715535256,DQ_15083_ZIEL,'My husband! You are fantastic! I don’t know how to thank you. Please take this as a reward. I hope it will compensate you for your efforts.<n>'
1715962902,NQ_7602_LOG_HEADER,'The Path to Reglohduk'
1720734891,RB_27592_LOG_SIEG,'Yes?'
1721428015,NQ_C28088_LOG_POST,'Blazing Cannon of the Veteran'
1721548908,DQ_15041_OFFEN,'Have you take care of the blood bears yet?'
1723494576,DQ9_TOETE_NPC_ZIEL1,'Orc'
1723494577,DQ9_TOETE_NPC_ZIEL2,'Ogre'
1723494578,DQ9_TOETE_NPC_ZIEL3,'Minotaur'
1723494579,DQ9_TOETE_NPC_ZIEL4,'Harpy'
1723494580,DQ9_TOETE_NPC_ZIEL5,'Gargoyle'
1723494581,DQ9_TOETE_NPC_ZIEL6,'Wyvern'
1723494582,DQ9_TOETE_NPC_ZIEL7,'Zombie'
1723494583,DQ9_TOETE_NPC_ZIEL8,'Ghoul'
1723494584,DQ9_TOETE_NPC_ZIEL9,'Skeleton'
1726332195,DQ6_BRINGE_NPC_ZIEL10,'Day Laborers'
1726332196,DQ6_BRINGE_NPC_ZIEL11,'Master Builder'
1726332197,DQ6_BRINGE_NPC_ZIEL12,'Carpenter'
1726332198,DQ6_BRINGE_NPC_ZIEL13,'Smith'
1726332199,DQ6_BRINGE_NPC_ZIEL14,'Art Expert'
1726332200,DQ6_BRINGE_NPC_ZIEL15,'Alchemist'
1726332201,DQ6_BRINGE_NPC_ZIEL16,'Veterinarian'
1726332202,DQ6_BRINGE_NPC_ZIEL17,'Furrier'
1726332203,DQ6_BRINGE_NPC_ZIEL18,'Tailor'
1726332204,DQ6_BRINGE_NPC_ZIEL19,'Maidservant'
1726332308,DQ6_BRINGE_NPC_ZIEL20,'Servant'
1726332309,DQ6_BRINGE_NPC_ZIEL21,"Lady's Maid"
1726332310,DQ6_BRINGE_NPC_ZIEL22,'Geologist'
1726332311,DQ6_BRINGE_NPC_ZIEL23,'Dancer'
1726952298,NQ_7608_LOG_TITLE,'Battle of Powers - Never Trust a Demon'
1727553960,NQ_UW14_LOG_TITLE,'For a Handful of Fools'
1729509381,DQ_15068_OFFEN,'As I have already told you, keep away from that place!'
1730309838,DQ_15018_OFFEN,'I knew you couldn’t do it… Hero... what a joke!'
1734996649,DQ2_TOETE_NPC_ZIEL1,'Orc'
1734996650,DQ2_TOETE_NPC_ZIEL2,'Ogre'
1734996651,DQ2_TOETE_NPC_ZIEL3,'Minotaur'
1734996652,DQ2_TOETE_NPC_ZIEL4,'Harpy'
1734996653,DQ2_TOETE_NPC_ZIEL5,'Gargoyle'
1734996654,DQ2_TOETE_NPC_ZIEL6,'Wyvern'
1734996655,DQ2_TOETE_NPC_ZIEL7,'Zombie'
1734996656,DQ2_TOETE_NPC_ZIEL8,'Ghoul'
1734996657,DQ2_TOETE_NPC_ZIEL9,'Skeleton'
1735541583,NQ_DW11712_LOG_WARN,"Wood and slate...  DeMordrey's wealth is based on these resources..."
1738915600,DQ_15058_OFFEN,'Have you found it yet?'
1740658204,DQ_15014_OFFEN,'Oh, you still haven’t found it? It was near the river to the southeast…'
1742857602,NQ_7602_LOG_OFFEN,'There is only one way to find out more about Okrimduk’s fate. I have to go to Fungi Hillock southeast of here and find Reglohduk. He can see much further than all other Haduk and he will be able to locate Okrimduk by using his dagger. Well, first I have to find his cave.'
1745112693,DQ_15049_LOG_ZIEL,'Daria was overjoyed. Now she is able to put the ring back into her grandmother’s casket.<n>Quest completed.'
1746897978,NQ_Q8769_ABBRUCH,'And why are you wasting my time? Go away! '
1754018099,DQ_15006_ZIEL,'Thank you very much. Would you mind leaving now? You are scaring all the fish away! Unbelievable…'
1756699929,DQ_15065_OFFEN,'We trust in you. The Gods will protect you during your quest.'
1760066511,NQ_7605_LOG_SIEG,'Fighting the Hornet Queen was very demanding but I emerged victorious from the battle. With a part of her misshapen body, I was able to prove that the first of the three monsters has been sent to the depths of hell. I wonder what creature is waiting for me next.'
1770414437,NQ_RB29257_LOG_PRENPC,"Wolf's Blood"
1772191236,DQ_15061_ZIEL,'Thank you very much! Finally, we can be on our way.'
1772261612,DQ_15040_LOG_OFFEN,'I have taken a sample and will return to Timberton now.'
1775426559,DQ_15080_OFFEN,'Go and find the hearts of six Sakkara demons.<n>'
1776163712,DQ7_TOETE_NPC_ZIEL1,'Orc'
1776163713,DQ7_TOETE_NPC_ZIEL2,'Ogre'
1776163714,DQ7_TOETE_NPC_ZIEL3,'Minotaur'
1776163715,DQ7_TOETE_NPC_ZIEL4,'Harpy'
1776163716,DQ7_TOETE_NPC_ZIEL5,'Gargoyle'
1776163717,DQ7_TOETE_NPC_ZIEL6,'Wyvern'
1776163718,DQ7_TOETE_NPC_ZIEL7,'Zombie'
1776163719,DQ7_TOETE_NPC_ZIEL8,'Ghoul'
1776163720,DQ7_TOETE_NPC_ZIEL9,'Skeleton'
1779184172,RB_13735_PRE,'Sword'
1779587559,NQ_C16079_OFFEN,"I'll take on your quest - and solve it in my own way."
1779794548,NQ_13972_LOG_POST,'Valorian Soldier'
1781060890,DQ18_BRINGE_NPC_ZIEL10,'Day Laborers'
1781060891,DQ18_BRINGE_NPC_ZIEL11,'Master Builder'
1781060892,DQ18_BRINGE_NPC_ZIEL12,'Carpenter'
1781060893,DQ18_BRINGE_NPC_ZIEL13,'Smith'
1781060894,DQ18_BRINGE_NPC_ZIEL14,'Art Expert'
1781060895,DQ18_BRINGE_NPC_ZIEL15,'Alchemist'
1781060896,DQ18_BRINGE_NPC_ZIEL16,'Veterinarian'
1781060897,DQ18_BRINGE_NPC_ZIEL17,'Furrier'
1781060898,DQ18_BRINGE_NPC_ZIEL18,'Tailor'
1781060899,DQ18_BRINGE_NPC_ZIEL19,'Maidservant'
1781061003,DQ18_BRINGE_NPC_ZIEL20,'Servant'
1781061004,DQ18_BRINGE_NPC_ZIEL21,"Lady's Maid"
1781061005,DQ18_BRINGE_NPC_ZIEL22,'Geologist'
1781061006,DQ18_BRINGE_NPC_ZIEL23,'Dancer'
1783075291,NQ_7613_LOG_OFFEN,'These poor Haduk slaves! The demons are going to take them into the mines where they will have to work until the day they die. No matter how many demons are escorting these slaves, I will slay them all!'
1783728797,DQ_15027_ZIEL,'Oh, how wonderful! You have found this marvelous rose for me. I will never forget that. Thank you very much!'
1791654124,NQ_7626_LOG_HEADER,'The Demon Spy'
1792102165,DQ_15058_LOG_ZIEL,'The good lady can safely enter her mansion again. Mind you, these insects usually appear in swarms…'
1795789743,NQ_Z7713_LOG_OFFEN,'Spiked Belt of Dominion'
1797499324,RB_5088_LOG_HEADER,'The final opponents of the Underworld have been awakened.'
1797609294,DQ_10257_LOG_SIEG,'I have taken the testament from the thieves. I feel somewhat more experienced now.'
1797961591,NQ_6001_LOG_HEADER,'Drive the Ice Elves away'
1799381784,DQ_15031_ZIEL,'I thank you wholeheartedly for your helpfulness!'
1800111733,NQ_7630_LOG_OFFEN,'I have found all the demon horns and should return to Hjortorn.'
1801715534,NQ_7622_LOG_TITLE,'Remembrance'
1803410259,NQ_7620_LOG_HEADER,'New Potions'
1804061845,DQ21_TOETE_NPC_ZIEL1,'Orc'
1804061846,DQ21_TOETE_NPC_ZIEL2,'Ogre'
1804061847,DQ21_TOETE_NPC_ZIEL3,'Minotaur'
1804061848,DQ21_TOETE_NPC_ZIEL4,'Harpy'
1804061849,DQ21_TOETE_NPC_ZIEL5,'Gargoyle'
1804061850,DQ21_TOETE_NPC_ZIEL6,'Wyvern'
1804061851,DQ21_TOETE_NPC_ZIEL7,'Zombie'
1804061852,DQ21_TOETE_NPC_ZIEL8,'Ghoul'
1804061853,DQ21_TOETE_NPC_ZIEL9,'Skeleton'
1804785107,NQ_6002_LOG_QOFFEN,'I defeated the Ice Elves with the assistance of the Orcs. I should talk to the shaman. He will surely reward me.'
1809067308,DQ11_TOETE_NPC_ZIEL10,'Magician'
1809067309,DQ11_TOETE_NPC_ZIEL11,'Dark Elf'
1809067310,DQ11_TOETE_NPC_ZIEL12,'DeMordreyan Soldier'
1809067311,DQ11_TOETE_NPC_ZIEL13,'Robber'
1809067312,DQ11_TOETE_NPC_ZIEL14,'Lich'
1809067313,DQ11_TOETE_NPC_ZIEL15,'Poisonous Spider'
1809067314,DQ11_TOETE_NPC_ZIEL16,'Nobleman'
1809067315,DQ11_TOETE_NPC_ZIEL17,'Mummy'
1809067316,DQ11_TOETE_NPC_ZIEL18,'Undead Mage'
1810547871,NQ_7606_LOG_HEADER,'Wriggling Death'
1810929858,DQ5_BRINGE_NPC_ZIEL1,'Daughter'
1810929859,DQ5_BRINGE_NPC_ZIEL2,'Son'
1810929860,DQ5_BRINGE_NPC_ZIEL3,'Cow'
1810929861,DQ5_BRINGE_NPC_ZIEL4,'Pig'
1810929862,DQ5_BRINGE_NPC_ZIEL5,'Chicken'
1810929863,DQ5_BRINGE_NPC_ZIEL6,'Horse'
1810929864,DQ5_BRINGE_NPC_ZIEL7,'Forest Ranger'
1810929865,DQ5_BRINGE_NPC_ZIEL8,'Medic'
1810929866,DQ5_BRINGE_NPC_ZIEL9,'Nurse'
1811806624,DQ_10261_LOG_TITLE,'The Abducted Woman'
1812541534,NQ_7624_LOG_SIEG,'I almost regret rounding up the Haduk. I am sure that a terrible fate awaits them. The Nuk-Nuk are not going to treat them nicely. Oh well, what do I care. The Nuk-Nuk shaman knows that he could not have done it without my help and he rewarded me generously.'
1815121288,NQ_UW9520_LOG_HEADER,'Find a packet of tasty cookies for the mother Carolyn.'
1823507406,NQ_BLDH13679_POST,'OBSOLETE'
1823871408,NQ_7623_LOG_OFFEN,'The wizard requires ten Nuk-Nuk bones and five Skull Ripper hearts. I will obtain these items for him as he does not seem to have the strength to defend himself in such an environment. I will have to be careful though, because these Nuk-Nuk know no mercy.'
1824669801,NQ_7600_LOG_HEADER,"The Sovereign's Stolen Gold"
1829388755,DQ_15077_LOG_ZIEL,'Well, these two are happily reunited. This was a nice change from the more destructive tasks.<n>Quest completed.'
1830215504,NQ_7601_LOG_TITLE,'The Missing Brother'
1830640546,DQ62_HOLE_NPC_ZIEL76,'I must get out of here fast.'
1833807672,DQ_15073_LOG_ZIEL,'Merchant Agneta Kickwell has kept her word and I have received a generous reward. I suppose the people around here are very relieved that they do not have to worry about the ghost any longer.<n>Quest completed.'
1835585739,DQ_15076_LOG_ZIEL,'Chairman Myerfield appears to be pleased and ordered drinks for everyone right away. I have declined the banknote he offered me... I only accept payment in gold.<n>Quest completed.'
1837889587,DQ_15052_LOG_ZIEL,'The Ornate Staff of Rituals is unscathed and back in the temple.<n>Quest completed.'
1840785604,DQ17_TOETE_NPC_ZIEL10,'Magician'
1840785605,DQ17_TOETE_NPC_ZIEL11,'Dark Elf'
1840785606,DQ17_TOETE_NPC_ZIEL12,'DeMordreyan Soldier'
1840785607,DQ17_TOETE_NPC_ZIEL13,'Robber'
1840785608,DQ17_TOETE_NPC_ZIEL14,'Lich'
1840785609,DQ17_TOETE_NPC_ZIEL15,'Poisonous Spider'
1840785610,DQ17_TOETE_NPC_ZIEL16,'Nobleman'
1840785611,DQ17_TOETE_NPC_ZIEL17,'Mummy'
1840785612,DQ17_TOETE_NPC_ZIEL18,'Undead Mage'
1842904927,DQ_15056_ZIEL,'You kept your promise. We extend our deepest thanks to you. I am going to investigate where these traitors came from.'
1843115620,NQ_WD1303_LOG_POST,'Excellent Emerald Greaves'
1849395334,NQ_OWBL20718_LOG_ABBRUCH,'Welcome to my inn. I have heard many good things about you. What can I get you? '
1850111764,DQ_15043_ZIEL,'Marvelous, thank you very much. Finally, I am able to complete the experiment.'
1850627628,DQ23_TOETE_NPC_ZIEL10,'Magician'
1850627629,DQ23_TOETE_NPC_ZIEL11,'Dark Elf'
1850627630,DQ23_TOETE_NPC_ZIEL12,'DeMordreyan Soldier'
1850627631,DQ23_TOETE_NPC_ZIEL13,'Robber'
1850627632,DQ23_TOETE_NPC_ZIEL14,'Lich'
1850627633,DQ23_TOETE_NPC_ZIEL15,'Poisonous Spider'
1850627634,DQ23_TOETE_NPC_ZIEL16,'Nobleman'
1850627635,DQ23_TOETE_NPC_ZIEL17,'Mummy'
1850627636,DQ23_TOETE_NPC_ZIEL18,'Undead Mage'
1851133993,DQ_15064_LOG_OFFEN,'Truffle weed does not really appear to be a tasty spice when it has not been refined. Well, the proprietor should know what he is paying for.'
1853252025,NQ_B18153_LOG_TITLE,'The narrow-minded farmers are easily deceived by charlatans…'
1854320632,DQ15_TOETE_NPC_ZIEL10,'Magician'
1854320633,DQ15_TOETE_NPC_ZIEL11,'Dark Elf'
1854320634,DQ15_TOETE_NPC_ZIEL12,'DeMordreyan Soldier'
1854320635,DQ15_TOETE_NPC_ZIEL13,'Robber'
1854320636,DQ15_TOETE_NPC_ZIEL14,'Lich'
1854320637,DQ15_TOETE_NPC_ZIEL15,'Poisonous Spider'
1854320638,DQ15_TOETE_NPC_ZIEL16,'Nobleman'
1854320639,DQ15_TOETE_NPC_ZIEL17,'Mummy'
1854320640,DQ15_TOETE_NPC_ZIEL18,'Undead Mage'
1855254337,NQ_WD11983_PRE,'Benign Pistol of the Conjurer'
1856588675,NQ_7612_LOG_SIEG,'I successfully escorted the gatherer Nanoduk to the Haduk village. It was a dangerous journey but I have defeated all opponents. The Haduk can finally enjoy the goods that Nanoduk has on offer.'
1857860714,NQ_7617_LOG_HEADER,'Pirates on the Beach'
1858557914,DQ_15060_ZIEL,'Excellent work! The lungs appear to be of good quality. Now I am able to make the elixir… err… the stew… never you mind…'
1859653695,RB_5089_LOG_HEADER,'The final opponents of Hell have been awakened.'
1864085889,DQ_15064_OFFEN,'You will not receive anything to eat here unless you return with the weed.'
1867953165,DQ_10254_LOG_TITLE,'Abducted'
1870204283,NQ_WD29039_INFO,"Crow's Rock Castle… the black birds that feast on the victims of DeMordrey justice give this place its popular name…"
1875234712,DQ_15010_OFFEN,'Please don’t forget the task I have entrusted you with.'
1875266773,DQ_15075_LOG_ZIEL,"Fumblefan still appears to be agitated. I'd better keep it short and be on my way.<n>Quest completed."
1877793800,NQ_5001_LOG_TITLE,'Tomb Raiders & Treasure Hunters Inc.'
1879023902,DQ_8159_LOG_DIALOG,'Knuckle of Pork'
1883372227,NQ_DWBM3728_SIEG,'Wicked Whip of Agony'
1888046728,NQ_Q19773_SIEG,'Discarded Diabolic Ring'
1891276437,DQ_15061_OFFEN,'Please hurry, we should have already left.'
1892719309,NQ_Z27038_QSIEG,'Opal Ring of the Commoners'
1892719311,NQ_DW21221_TITLE,"Damaged Cat's Eye Agate Ring"
1893634907,DQ_15068_ZIEL,'I don’t believe it! You defeated it and you are unharmed?! Incredible!'
1894711231,DQ_15064_LOG_ZIEL,'It seems that Coin is really excited over the truffle weed’s quality. I am also very pleased because the reward was remarkable.<n>Quest completed.'
1900386500,DQ_15003_LOG_OFFEN,'The dangerous beast has been defeated and the area is safe once more. I should go and collect my reward.'
1902749953,DQ_15034_LOG_ZIEL,'I was able to reverse the theft and have received the gratitude of the Crown.<n>Quest completed.'
1907207245,NQ_7608_LOG_OFFEN,'These scoundrels have taken advantage of me! I had a bad feeling about these Mohkva all along… They will regret deceiving me like this.'
1908853852,NQ_SF9776_PRE,'Battle breathing #3'
1909287894,DQ_15072_ZIEL,'You did very well. The carapaces are almost unscathed. I think the next whiskey the house of Unjanter sells will be even better than usual. Thank you very much!'
1909585276,DQ_15084_OFFEN,"I implore you... Find my beloved wife's lock of hair."
1913610797,NQ_RB22661_LOG_TEXT,'found in game'
1916266602,DQ19_BRINGE_NPC_ZIEL10,'Day Laborers'
1916266603,DQ19_BRINGE_NPC_ZIEL11,'Master Builder'
1916266604,DQ19_BRINGE_NPC_ZIEL12,'Carpenter'
1916266605,DQ19_BRINGE_NPC_ZIEL13,'Smith'
1916266606,DQ19_BRINGE_NPC_ZIEL14,'Art Expert'
1916266607,DQ19_BRINGE_NPC_ZIEL15,'Alchemist'
1916266608,DQ19_BRINGE_NPC_ZIEL16,'Veterinarian'
1916266609,DQ19_BRINGE_NPC_ZIEL17,'Furrier'
1916266610,DQ19_BRINGE_NPC_ZIEL18,'Tailor'
1916266611,DQ19_BRINGE_NPC_ZIEL19,'Maidservant'
1916266715,DQ19_BRINGE_NPC_ZIEL20,'Servant'
1916266716,DQ19_BRINGE_NPC_ZIEL21,"Lady's Maid"
1916266717,DQ19_BRINGE_NPC_ZIEL22,'Geologist'
1916266718,DQ19_BRINGE_NPC_ZIEL23,'Dancer'
1917485886,NQ_RB15542_INFO,'Kill the Robbers in their Lair'
1919629207,DQ_10252_LOG_HEADER,'An evil hag with a desire to kill lives in a tree, which can be found on the brink of a vacuous canyon. I must kill her, before she does any more harm.'
1920825455,DQ_15038_ZIEL,'Now that the ghost has been banished forever, we can be at ease again in Faeries Crossing. Thank you for your brave deed!'
1927237113,NQ_B27566_QSIEG,'I have to find a furrier and bring him here.'
1944784746,DQ_15021_OFFEN,'Oh no, I am never going to see my family again. I was hoping that you would be able to help me…'
1945964245,DQ23_TOETE_NPC_ZIEL1,'Orc'
1945964246,DQ23_TOETE_NPC_ZIEL2,'Ogre'
1945964247,DQ23_TOETE_NPC_ZIEL3,'Minotaur'
1945964248,DQ23_TOETE_NPC_ZIEL4,'Harpy'
1945964249,DQ23_TOETE_NPC_ZIEL5,'Gargoyle'
1945964250,DQ23_TOETE_NPC_ZIEL6,'Wyvern'
1945964251,DQ23_TOETE_NPC_ZIEL7,'Zombie'
1945964252,DQ23_TOETE_NPC_ZIEL8,'Ghoul'
1945964253,DQ23_TOETE_NPC_ZIEL9,'Skeleton'
1951024509,DQ7_BRINGE_NPC_ZIEL1,'Daughter'
1951024510,DQ7_BRINGE_NPC_ZIEL2,'Son'
1951024511,DQ7_BRINGE_NPC_ZIEL3,'Cow'
1951024512,DQ7_BRINGE_NPC_ZIEL4,'Pig'
